id	doc	severity	class	provenance	witness	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
module-graph-10	simplification	nit	(table)				Workspace sweeps				P6	tools	The production module cycles are facade/engine pairs; one (codec::display -> idbits) is the substrate reaching up	open			
module-graph-12	simplification	nit	(table)				Workspace sweeps				P6	tools	Redundant cfg on the exported law-roster macro inside an already-gated module	open			
module-graph-3	simplification	low	modularity	assessed		yes	Workspace sweeps	dependence: The meter-gated instrument surface is rumors' second API, with an unsettled stability status	1,52		P1		The `meter` feature compiles two hot-path atomic counters into bench builds, against the manifest's stated policy	fix	62		owner-gating settled by ruling 8; awaits its other owner decision
module-graph-4	simplification	low	simplification	assessed		no	Workspace sweeps				P6	tools	Limb-meter taps are spelled three ways and their module path five ways	open			
module-graph-9	simplification	low	modularity	assessed		no	Workspace sweeps				P6	tools	meter.rs holds a private generator table and the public counter read surface in one file	open			
paper-fidelity-13	simplification	nit	(table)				Workspace sweeps	simplification: Vocabulary and register			P3		"""mint"" used for constructing values across the crate"	open			
prose-hygiene-12	simplification	low	idiom	verified		no	Workspace sweeps	simplification: Vocabulary and register	83		P3		Em-dashes in // and # comments and in message string literals	fix	54		
prose-hygiene-2	simplification	medium	vestigial	verified		yes	Workspace sweeps	simplification: Machinery that outlived the constraint that justified it	50		P5		Tier 2 compactness apparatus describes a representation decision that has been taken	open			
recursion-8	simplification	nit	(table)				Workspace sweeps	simplification: Convergent findings			P4		BitStack::push_bits carries a dead len == 64 arm; pop_bits's one-level recursion is undocumented	open			
recursion-9	simplification	nit	(table)				Workspace sweeps	simplification: Vocabulary and register			P3		"""mint"" for constructing values and coining terms is a crate-wide idiom"	open			
suite-economics-3	simplification	low	modularity	verified		no	Workspace sweeps	simplification: One mechanism, several hand copies	44		P4		Five hand-rolled source scanners in before/tests beside the surface-scan crate	open			
suite-economics-4	simplification	low	modularity	verified		no	Workspace sweeps	simplification: One mechanism, several hand copies	64		P1		Satellite meter binaries duplicate meter.rs fixtures and helpers, and the copied fixture has already drifted	fix	22		
suite-economics-7	simplification	nit	(table)				Workspace sweeps				P6	tools	surface-scan test fixtures are written under the shared temp dir and never removed	open			
suanpan-1	simplification	nit	(table)				suanpan		91		P3		Edition 2021 under a 2024 workspace root	fix	57		
suanpan-11	simplification	nit	(table)				suanpan				P6	suanpan	`negative: bool` threaded through three private paths yields seven `if negative { -x } else { x }` sites	open			
suanpan-12	simplification	low	simplification	verified		no	suanpan				P6	suanpan	The shift split and its `expect` are duplicated at four sites; one helper would carry the 32-bit argument and the checked landing position	open			
suanpan-16	simplification	nit	(table)				suanpan				P6	suanpan	Literal `32` and `128` beside the named `DIGIT_BITS`	open			
suanpan-18	simplification	nit	(table)				suanpan				P6	suanpan	Destructure-and-retuple in `sign_magnitude`; a redundant clamp between `sign_magnitude_shl` and `read_digits`	open			
suanpan-20	simplification	low	vestigial	verified		yes	suanpan		17		P7		`add_u64_shl` / `sub_u64_shl` have never had a caller outside suanpan's own tests	open			
suanpan-22	simplification	low	modularity	verified		no	suanpan	simplification: Things one module away from home			P6	suanpan	The zero-run ledger reads as a type but lives as a field plus three methods on `Accumulator`	open			
suanpan-29	simplification	nit	(table)				suanpan				P6	suanpan	`pub(crate)` on `cfg(test)` roster items read only by their child module	open			
suanpan-30	simplification	low	modularity	verified		yes	suanpan		73		P4		The roster reaches into before's test file as the sole evidence for `add_small`/`sub_small`	fix	65		
suanpan-31	simplification	nit	(table)				suanpan				P6	suanpan	The `constant()` shorthand covers four rows while six rows of the same shape are longhand	open			
suanpan-35	simplification	low	simplification	assessed		yes	suanpan		17		P7		Hand-rolled source scanning where `syn` is the mature tool	fix	47		
suanpan-36	simplification	nit	(table)				suanpan				P6	suanpan	The table locator hardcodes `Accumulator::`, an unreachable `else` arm, and `position` without the uniqueness the doc claims	open			
suanpan-9	simplification	low	simplification	verified		no	suanpan	simplification: One mechanism, several hand copies			P4		The register-or-digit-0 dispatch is spelled out at five sites	open			
suanpan-tests-1	simplification	nit	(table)				suanpan				P6	suanpan	differential.txt carries three seeds whose shrink records name an arm its property cannot draw	open			
suanpan-tests-15	simplification	low	simplification	verified		no	suanpan				P6	suanpan	alternating_shifted_writes repeats one loop body four times, and the word-magnitude path is the one never doubled	open			
suanpan-tests-19	simplification	nit	(table)				suanpan				P6	suanpan	em-dashes in two assert messages and four code comments	open			
suanpan-tests-21	simplification	nit	(table)				suanpan				P6	suanpan	the known-bad fold model hardcodes the decision threshold 3 where SIGN_DECIDED is importable	open			
suanpan-tests-24	simplification	nit	(table)				suanpan				P6	suanpan	"amortized_sequences.rs housekeeping: an orphaned ""S1"" label, qualified Ordering, f64 over exact counters, an unnamed 0.10, and a cross-crate copy of the helper"	open			
suanpan-tests-5	simplification	nit	(table)				suanpan				P6	suanpan	constructor and conversion idioms are spelled two ways for the same role	open			
suanpan-tests-6	simplification	low	simplification	verified		no	suanpan	simplification: One mechanism, several hand copies			P4		the stream-replay loop is copied at eleven sites and the run-forming arm bodies are copied across two files	open			
suanpan-tests-9	simplification	low	idiom	verified		no	suanpan	simplification: Rosters and literals the compiler could hold			P4		the ledger alphabet is a u8 matched against literals, with a hand-maintained cardinality and a catch-all arm	open			
clock-19	verification	low	test-quality	assessed		no	Crate root and public types				P6	core	Fold-differential docs assert concrete hand-back outcomes the bodies check only by oracle agreement	open			
clock-22	verification	medium	verification-gap	verified		no	Crate root and public types				P6	core	"The depth-100k proof says ""every public op"" but drives a listed subset over one left-only spine family"	open			
clock-28	verification	medium	test-quality	verified		no	Crate root and public types				P6	core	The static-orbit pin misstates its mechanism, its exchange schedule degenerates into four fixed partner pairs, and its collision branch is dead	open			
clock-9	verification	low	verification-gap	verified		yes	Crate root and public types		34		P2		`shape`'s and `Forks`'s cost contracts rest on argument-based dispositions with no enforced instrument	fix	37		
crate-root-5	verification	low	verification-gap	verified		no	Crate root and public types				P6	core	build.rs declares `rerun-if-changed` for the fuelscape inputs only, so the README-figure freshness check does not rerun on the files it compares	open			
crate-root-7	verification	low	verification-gap	verified		no	Crate root and public types	verification: Hand rosters checked only against each other			P4		auto_traits.rs claims every public API type but omits `Limbs`, `TooWide`, and the whole `shape` module, and surfacecheck defers totality to it	open			
party-12	verification	medium	verification-gap	verified		no	Crate root and public types		34		P2		`forks`' minimal-depth balance, the reason the operation exists, has no committed instrument	fix	37		
party-31	verification	low	test-quality	assessed		no	Crate root and public types				P6	core	`join_all_hands_back_aliased_inputs` builds its alias by seeding two extra universes instead of `dangerously_alias`	open			
party-32	verification	low	test-quality	assessed		no	Crate root and public types				P6	core	`parse_bare_notation` claims the `TryFrom` literals agree with the string parser but never compares them	open			
party-33	verification	low	verification-gap	verified		no	Crate root and public types				P6	core	The deep `is_disjoint` differential compares production against production, and `covers` has no deep differential at all	open			
party-34	verification	low	verification-gap	verified		no	Crate root and public types				P6	core	`sum_split_scan_never_exceeds_the_composition` compares mixed currencies: the composed side counts `sum`'s builder writes, the fused side counts reads only	open			
rank-30	verification	low	test-quality	verified		no	Crate root and public types				P6	core	"num/tests.rs's testdoc claims hashing coverage the body lacks, and its module doc overstates ""every wide-arm operation"""	open			
rank-7	verification	nit	(table)				Crate root and public types				P6	core	A `None` or zero result allocates nothing (rank.rs:287, 343) has no allocation-counting instrument; the pair envelope meters `cmp`, `checked_sub`, and `+` together and the board's heap floor is NA.	open			
span-causally-28	verification	low	verification-gap	verified		yes	Crate root and public types		25		P2		No enforced instrument prices `Query::and` under a growing hole count; the rendered island's `n^2` claim describes a regime its one-hole operands never enter, and the survive filter re-reads the floor once per hole	fix	31		
span-causally-35	verification	low	verification-gap	verified		no	Crate root and public types		72		P6	core	`Query::coverage`'s clone-identity rung has no agreement test across buffer identity	open			
span-causally-8	verification	low	verification-gap	verified		no	Crate root and public types				P6	core	The span folds' time and space claims are priced only by proxy `version_*_all` cells that never execute `fold_endpoints`	open			
version-core-15	verification	low	verification-gap	verified		no	Crate root and public types		41		P8		Stored versions retain their build buffer's pre-size capacity; the tick and hull paths have no resident reading and no committed test pins retained bytes against encoded bytes	open			
version-core-21	verification	nit	(table)				Crate root and public types				P6	core	"`from_impl_is_to_version`'s doc says ""without re-projecting"" while `From` and `to_version` each project."	open			
version-core-29	verification	nit	(table)				Crate root and public types				P6	core	`trace_ticks`'s doc enumerates the ops but omits `Op::Ticks`, which the body charges `k`.	open			
version-core-32	verification	low	verification-gap	verified		no	Crate root and public types				P6	core	The provenance-linearity test quotes measurements its body never produces, and its single-scale ceiling cannot see a change of order	open			
version-core-33	verification	low	test-quality	verified		no	Crate root and public types				P6	core	`div_decomposes_along_fork`'s doc claims a disjoint-party check its body does not perform	open			
version-core-34	verification	nit	(table)				Crate root and public types				P6	core	The at-rest size pin hard-codes `32`/`64` beside the invariant it states; on a 32-bit host it would fail on a number, not the invariant.	open			
crate-root-11	verification	low	test-quality	verified		no	Cross-cutting: fold, shape, recurse, serde and borsh				P6	core	Five differential proptests share one body	open			
crate-root-32	verification	medium	verification-gap	verified		yes	Cross-cutting: fold, shape, recurse, serde and borsh	claims: Meter blind spots decide what can be claimed | verification: A judged column with no writer	42		P1		The stack-segment counter has no writer in any binary that judges it	fix	38		
crate-root-36	verification	nit	(table)				Cross-cutting: fold, shape, recurse, serde and borsh				P6	core	"serde testdocs: ""Both deserialization paths"" lists three formats, ""every rejection genre"" covers three, ""The new impls"" is dated."	open			
api-audit-7	verification	low	verification-gap	verified		no	Other cross-cutting sweeps	verification: Hand rosters checked only against each other			P4		auto_traits.rs claims to pin every public API type but omits Limbs, TooWide, the shape types, and the polarity markers	open			
deps-1	verification	high	verification-gap	verified		no	Other cross-cutting sweeps	verification: Hand rosters checked only against each other	58	11	P1		supply-chain leg audits five of six lockfiles; the omitted wasm32-pins lock carries advisory-listed wasmtime 47.0.3	fix	16		
deps-2	verification	medium	verification-gap	verified		no	Other cross-cutting sweeps		58		P1		the deny leg's stated scope (one version per crate over the whole graph) exceeds what it enforces; dev-only duplicates pass by cargo-deny's default	fix	16		
deps-3	verification	medium	verification-gap	verified		no	Other cross-cutting sweeps				P6	core	build.rs's figure-freshness check cannot fire on an incremental build; its two inputs are absent from rerun-if-changed	open			
deps-9	verification	low	verification-gap	verified		no	Other cross-cutting sweeps		58		P1		detached-workspace lockfiles resolve shared crates at different versions than the root, with no stated convergence policy	fix	16		
inventory-2	verification	medium	verification-gap	verified		no	Other cross-cutting sweeps	verification: A judged column with no writer	42		P5		The segments column cannot fail on any library artifact in any build	fix	38		
module-graph-1	verification	medium	verification-gap	verified		yes	Other cross-cutting sweeps	verification: A judged column with no writer	42		P5		The stack-segments column has a writer in exactly one binary; 84 envelope ceilings and the board's segments currency read a counter nothing can increment	fix	38		
module-graph-2	verification	medium	verification-gap	assessed		no	Other cross-cutting sweeps				P6	core	`clippy-default` never lints the default-feature `before` library	open			
module-graph-8	verification	low	verification-gap	assessed		no	Other cross-cutting sweeps				P6	core	The fuzz workspace's gate leg formats but never lints, unlike its four detached siblings	open			
paper-fidelity-10	verification	low	verification-gap	assessed		no	Other cross-cutting sweeps				P6	core	the paper's system-level freshness clause (e′ ≰ any other live x) is not pinned	open			
recursion-1	verification	medium	verification-gap	verified		yes	Other cross-cutting sweeps	claims: Meter blind spots decide what can be claimed | dependence: The meter-gated instrument surface is rumors' second API, with an unsettled stability status | verification: A judged column with no writer	1,42		P1		Grown-stack-segments meter is constant zero in every build that pins it	fix	38		gating by ruling 8; disposed by ruling 38
recursion-6	verification	low	verification-gap	verified		no	Other cross-cutting sweeps		34		P2		Public shape iterators have no committed deep-input test	fix	37		
rumors-dependence-3	verification	low	verification-gap	verified		no	Other cross-cutting sweeps	dependence: Contracts stated in tests, not at the method			P4		The `as_bytes == encode` laws, tests, and the roster pin they anchor are tautological: `encode` is `as_bytes().to_vec()`	open			
suite-economics-1	verification	medium	verification-gap	verified		no	Other cross-cutting sweeps	verification: Process-isolation as an unchecked premise	61		P1		Process-per-test isolation is a documented premise with no runtime check	fix	19		
suite-economics-6	verification	low	verification-gap	verified		no	Other cross-cutting sweeps		65		P1		Two #[ignore]d tests are run by no recipe	model	23		
codec-base-text-tree-23	verification	low	test-quality	verified		no	The codec				P6	codec	Three test docs describe mechanisms the code does not have: a recursive validator, a test-only entry as the decode path, and an inline spill at `u64`	open			
codec-base-text-tree-27	verification	nit	(table)				The codec				P6	codec	The reference id parser's `RefCur`/`RefIdKind` duplicate `text::Cur`/`IdKind` byte for byte without saying why (the tokenizer freeze is unstated and only a space exercises whitespace).	open			
codec-base-text-tree-6	verification	medium	test-quality	verified		yes	The codec		70		P4		`base_dispatch_read_touches_no_digits` asserts a counter `to_word` cannot reach, so any implementation passes it	fix-amended	64		
codec-bits-15	verification	medium	verification-gap	verified		no	The codec		60		P1		PackedBuilder, the kernel every emitter writes through, has no direct model test; neither does BitsView::load_be	fix	18		
codec-bits-19	verification	low	test-quality	verified		no	The codec				P6	codec	The claimed k = 65 gamma witness is a second k = 64 row	open			
codec-bits-30	verification	medium	test-quality	verified		no	The codec				P6	codec	The BitStack model test names a method that does not exist, omits set_last and trailing_ones, and reaches the spill it advertises about once in a hundred runs	open			
gate-legs-3	verification	medium	verification-gap	verified		no	The enforcement chain: gate legs and meter adequacy	verification: Hand rosters checked only against each other	58		P1		wasm32-pins is missing from every hand-enumerated roster of detached workspaces; its lockfile is never audited and its local-only status is undocumented	fix	16		
gate-legs-4	verification	medium	verification-gap	verified		no	The enforcement chain: gate legs and meter adequacy				P1		manifestlint is a gate lint that CI never runs	fix	50		
gate-legs-6	verification	medium	verification-gap	verified		no	The enforcement chain: gate legs and meter adequacy		60		P1		No recipe runs the mutation campaign, so the roster's kill claims are never re-attested	fix-amended	18		roster and mutantcheck leg retire; no recurring campaign
gate-legs-8	verification	medium	verification-gap	verified		no	The enforcement chain: gate legs and meter adequacy	verification: Rosters that attest a name, not a run			P1		Five writer-sink rows in the surface roster are excluded on all three legs with empty pins; their claimed doctest pin is unenforceable	fix	50		
meter-adequacy-1	verification	medium	verification-gap	verified		no	The enforcement chain: gate legs and meter adequacy		34		P1		Public shape walks carry linear-cost claims with no enforcing instrument	fix	37		
meter-adequacy-10	verification	nit	(table)				The enforcement chain: gate legs and meter adequacy				P1		The meet-fold band's `touches >= bytes` is labelled a liveness floor with no mechanism for one touch per operand byte.	open			
meter-adequacy-11	verification	low	verification-gap	verified		yes	The enforcement chain: gate legs and meter adequacy		72		P1		Envelope scenarios pass under default features with the limb, scan, and touch columns compiled out	fix	51		
meter-adequacy-2	verification	medium	verification-gap	verified		yes	The enforcement chain: gate legs and meter adequacy		56		P1		The fuzz-fit bands cover 44 kernels while the justfile calls them the cost law for every public operation	fix	14		
meter-adequacy-4	verification	low	verification-gap	verified		no	The enforcement chain: gate legs and meter adequacy	verification: Hand rosters checked only against each other	72		P1		The bench judge's judged set is unpinned: any unrostered cell may leave judgment as SKIP with no diff	open			
meter-adequacy-5	verification	low	verification-gap	verified		no	The enforcement chain: gate legs and meter adequacy	verification: Known-bad demonstrations that live in prose or in a commit message	63		P1		The log-factor pins never assert their linear reference below the floor	fix	21		
meter-adequacy-6	verification	low	verification-gap	verified		yes	The enforcement chain: gate legs and meter adequacy	verification: Known-bad demonstrations that live in prose or in a commit message	62		P1		Three flatness bands rest on a known-bad demonstration that exists only as prose	fix-amended	20		
meter-adequacy-7	verification	low	verification-gap	assessed		no	The enforcement chain: gate legs and meter adequacy	correctness: Instruments that measure a short-circuit under an adversarial label | verification: A measurement that stops at the early exit	54		P1		The board's version_eq cell compares operands that diverge at the first leaf payload, so its time leg never times a full-length compare	fix	12		
meter-adequacy-9	verification	low	verification-gap	verified		no	The enforcement chain: gate legs and meter adequacy				P1		The denominator sidecar is stamped before any bench runs and criterion's estimates carry no stamp	open			
benches-examples-10	verification	low	verification-gap	verified		no	The instruments				P6	board	The ceiling-class assert compares the pinned set with itself for every board cell, and the sidecar prose describes a cell-site declaration board cells do not have	open			
benches-examples-11	verification	nit	(table)				The instruments				P6	board	fork/join/sync/send bench routines drop the consumed operand inside criterion's timed span while tick/receive return it; scopes differ across rows (symmetric across impl and oracle).	open			
benches-examples-12	verification	medium	verification-gap	verified		yes	The instruments		49		P5		The presize A/B record has arms compiled into production source, no recorded verdict, and an unpinned deterministic column	open			
benches-examples-14	verification	low	verification-gap	verified		no	The instruments				P6	board	`outgrow_family` asserts a relative sweep where its doc promises an absolute crossing of the pre-size	open			
benches-examples-15	verification	low	verification-gap	verified		no	The instruments				P6	board	`tools/benchjudge --self-test` runs only at the head of the bench-judge recipes, not in `gate-lints`; tripwire.rs overstates its cadence	open			
benches-examples-17	verification	medium	test-quality	verified		no	The instruments	correctness: Instruments that measure a short-circuit under an adversarial label			P1		The `version/partial_cmp` `equal` row times the clone-identity rung, not a traversal, and its doc says otherwise	fix	50		
benches-examples-5	verification	low	verification-gap	verified		no	The instruments				P6	board	`alloc_arms` is a third hand-spelled copy of the A/B arm roster, with no check against the manifest	open			
benches-examples-6	verification	low	verification-gap	verified		no	The instruments				P6	board	The sidecar stamp binds sidecar to sidecar and to `--tip`, not to the criterion baseline	open			
board-families-floors-judge-10	verification	medium	verification-gap	verified		no	The instruments				P6	board	Not-applicable declarations whose rendered reasons the code contradicts, leaving `clock_fork` unwatched on every version-only family	open			
board-families-floors-judge-11	verification	low	verification-gap	verified		no	The instruments	verification: Hand rosters checked only against each other			P4		"The ""four cells watched by neither leg"" disclosure is a hand count with no pin on either side, already stale, and its 10 µs restates a benchjudge constant"	open			
board-families-floors-judge-19	verification	low	verification-gap	verified		no	The instruments	verification: A ceiling with no liveness floor			P1		Only the scan floor has a committed known-dead demonstration; limb, touch, and heap floor trips are asserted in prose alone	open			
board-families-floors-judge-20	verification	medium	verification-gap	verified		no	The instruments				P6	board	Exponent legs can go unjudged with nothing pinning which cells may	open			
board-families-floors-judge-21	verification	high	verification-gap	verified		no	The instruments		53	8	P1		The heap exponent is fitted on allowance-inclusive readings, so a quadratic heap term of allowance-scale magnitude passes acceptance	fix	11		
board-families-floors-judge-25	verification	low	test-quality	verified		no	The instruments				P6	board	The touch floor's sole basis and the flat-denominator axis have no differential pin against the public shape iterator	open			
board-frame-19	verification	nit	(table)				The instruments				P6	board	The tiling test derives the board's operation axis by building every family at a bare `0.02`, twice, instead of from `ops()`, and guards NA reasons with `reason.len() >= 20`.	open			
board-frame-3	verification	low	verification-gap	verified		no	The instruments	verification: Hand rosters checked only against each other			P4		"The ""four cells no deterministic leg watches"" disclosure is a prose-only roster; nothing pins the all-NA cell set"	open			
board-ops-render-10	verification	medium	verification-gap	assessed		yes	The instruments		55		P1		The placement rows declare the touch column not applicable although the placement kernel's own doc states the pair-fold premise the floor needs	fix	13		
board-ops-render-15	verification	high	verification-gap	verified		yes	The instruments	verification: A judged column with no writer	42	7	P5		The `segments` column has no writer in the binary of record: a judged meter that is a compile-time zero, with prose and the ladder-top calibration resting on it	fix	38		
board-ops-render-16	verification	low	verification-gap	verified		no	The instruments				P6	board	Six of the seven shard-merge refusals have no committed known-bad demonstration, and the round-trip test's doc claims coverage of guards it only exercises on the accept path	open			
board-ops-render-18	verification	low	verification-gap	assessed		yes	The instruments		55		P1		An unjudged exponent leg passes acceptance uncounted and undeclared	fix	13		
board-ops-render-22	verification	low	test-quality	verified		no	The instruments				P6	board	The two verdict-of-record entry points have no committed wrong-artifact demonstration	open			
board-ops-render-25	verification	nit	(table)				The instruments				P6	board	An assertion message at board/tests.rs:73 carries a run of ten spaces mid-sentence.	open			
board-ops-render-26	verification	medium	verification-gap	verified		no	The instruments				P6	board	The delegating-parser pinned floors' separation from the bypass reading is prose, not a per-run check, and the table is a measured band labelled a liveness floor	open			
board-ops-render-27	verification	low	test-quality	verified		no	The instruments	verification: Process-isolation as an unchecked premise	61		P1		Counter-reading tests omit the one-test-per-process premise their sibling suites state	fix	19		
board-ops-render-6	verification	medium	verification-gap	verified		yes	The instruments		55		P1		The ascend-cliff family-stated heap ceilings have no under-side band or class pin	fix	13		
board-ops-render-9	verification	medium	verification-gap	assessed		yes	The instruments	verification: A measurement that stops at the early exit	54		P1		`causally_contains` and `party_covers` measure only their early-exit verdict on nearly every family	fix	12		
envelopes-a-12	verification	low	test-quality	verified		no	The instruments				P6	board	`heap_meter_floor_on_decode_dense` measures the construction-language transcode, not a decode, on a premise that no longer holds	open			
envelopes-a-14	verification	medium	verification-gap	assessed		no	The instruments				P6	board	`Rank::cmp`'s documented O(1) class-first leg is priced only jointly with `checked_sub` and `+`	open			
envelopes-a-17	verification	medium	verification-gap	verified		no	The instruments				P6	board	"The ""one-touch-per-operand-byte liveness floor"" is undeclared and not universal; the file's own control families fall under it"	open			
envelopes-a-2	verification	medium	verification-gap	verified		yes	The instruments	claims: Meter blind spots decide what can be claimed | verification: A judged column with no writer	42		P1		The segments column has no writer in this binary; every `segments <= 0` pin is satisfied by construction	fix	38		
envelopes-a-21	verification	low	test-quality	verified		no	The instruments				P6	board	The quadruple's delta-floor comment miscounts the sparse comb: `n + 1` leaves stated, `3n/2 + 1` built	open			
envelopes-a-22	verification	low	verification-gap	verified		yes	The instruments	verification: Known-bad demonstrations that live in prose or in a commit message	62		P1		"Three accumulator-mechanism bands rest on an uncommitted ""local probe build"" as their known-bad demonstration; the eq early-exit band's demonstration is recorded but uncited"	fix-amended	20		
envelopes-a-3	verification	low	verification-gap	verified		no	The instruments	verification: Process-isolation as an unchecked premise	61		P1		The isolation premise is prose only; a shared-process runner can reset a counter mid-body and mask a regression	fix	19		
envelopes-a-6	verification	medium	verification-gap	verified		no	The instruments	verification: A ceiling with no liveness floor			P1		The scan column has no liveness floor in any table, and the DECODE_DENSE row comment names floors its table lacks	fix	50		
envelopes-a-9	verification	medium	test-quality	verified		no	The instruments				P6	board	The public dense rows assert nothing about their result and pass a no-op body	open			
envelopes-b-1	verification	low	verification-gap	verified		no	The instruments				P6	board	The hoisted-window densify band admits ×1.25 growth its own doc says must be zero	open			
envelopes-b-10	verification	low	verification-gap	verified		yes	The instruments	verification: Process-isolation as an unchecked premise	61		P1		The process-per-test premise has no mechanical guard	fix	19		
envelopes-b-15	verification	low	test-quality	verified		no	The instruments				P6	board	Three pair rows discard their result without a value leg	open			
envelopes-b-18	verification	medium	verification-gap	verified		no	The instruments	verification: Known-bad demonstrations that live in prose or in a commit message			P1		The stagger and scatter fold bands' known-bad mechanism is computed in the harness but never metered, and its demonstration lives in a commit message	fix	50		
envelopes-b-2	verification	nit	(table)				The instruments				P6	board	`parse_wide_arming` and `answer_embedded_product` restate the generators' structural strides (33, 66) as literals.	open			
envelopes-b-21	verification	medium	verification-gap	verified		no	The instruments				P6	board	`memo_resolution_cost::assert_flat` pins a raw ×2.5 class signature only: six of seven tests have no absolute ceiling, and the doubling the ratio divides by is unchecked	open			
envelopes-b-22	verification	medium	verification-gap	verified		no	The instruments	verification: Rosters that attest a name, not a run	44		P4		Thirteen cost pins bind to no roster, and the registry excuses their families in prose that misdescribes three of them	open			
envelopes-b-25	verification	medium	test-quality	verified		no	The instruments	verification: Rosters that attest a name, not a run	44		P4		Three green pins carry the names of the red readings they were born asserting	open			
envelopes-b-7	verification	medium	test-quality	verified		no	The instruments				P6	board	`accum_fan_touches_flat` is byte-identical to the comb test; the fan stream its doc prices is never constructed	open			
fuelscape-pipeline-5	verification	low	test-quality	verified		no	The instruments				P6	board	The determinism test says its op list walks every input space; VersionSliceCapped has no replay pin	open			
fuelscape-pipeline-6	verification	nit	(table)				The instruments				P6	board	`arity_draw_reaches_every_count` is subsumed by the chi-square pin, and the known-bad draw it cites (statistic 723.2) exists only in prose.	open			
fuelscape-pipeline-7	verification	low	test-quality	verified		no	The instruments				P6	board	The chi-square statistic is written three times; plan/tests.rs hardcodes the threshold sample/tests.rs derives	open			
fuelscape-pipeline-8	verification	low	test-quality	assessed		no	The instruments				P6	board	fold_rows_expose_the_arity_axis_in_fuel asserts a sign with no margin, on a tuple sort that biases toward passing	open			
fuelscape-pipeline-9	verification	low	verification-gap	assessed		no	The instruments				P6	board	split_budget is pinned for reachability where the module doc claims exact uniformity, and the suite's own argument says reachability cannot pin uniformity	open			
fuelscape-render-14	verification	low	test-quality	verified		no	The instruments				P6	board	The tamper test's doc undercounts its cases, and several enumerated rejections in both readers have no known-bad demonstration	open			
fuelscape-render-19	verification	medium	verification-gap	assessed		no	The instruments				P6	board	Measurement provenance is stamped unchecked and accepted as any string	open			
fuelscape-render-30	verification	low	verification-gap	assessed		no	The instruments				P6	board	`build.rs` reads two figure files it does not declare in `rerun-if-changed`, so the README-figure freshness check is dormant under incremental builds	open			
fuelscape-render-7	verification	medium	verification-gap	verified		no	The instruments		66		P6	board	The cross-platform grid pin's stated sensitivity mechanism is not how it is sensitive, and no known-bad demonstration exists	open			
fuzz-guests-pins-1	verification	medium	verification-gap	verified		yes	The instruments		58		P1		The wasm32-pins leg runs nowhere in CI and its exclusion is undeclared	fix	16		
fuzz-guests-pins-10	verification	low	verification-gap	verified		no	The instruments	verification: Framing and constants transcribed across the detached-workspace boundary			P4		The fuzz framing is a prose wire contract duplicated across the detached boundary	open			
fuzz-guests-pins-11	verification	low	test-quality	assessed		no	The instruments				P6	board	One-byte length prefixes cap every decoded law-target operand at 255 bytes	open			
fuzz-guests-pins-14	verification	medium	verification-gap	verified		yes	The instruments	verification: A ceiling with no liveness floor	57		P1		The flat 1 GiB heap cap cannot see sub-2^18x amplification at fuzz input sizes, and nothing committed shows it fires	fix-amended	15		flat cap ratified; doc restated per the entry's flat branch; no cap-fires test
fuzz-guests-pins-25	verification	low	verification-gap	verified		no	The instruments				P6	board	wasm32-pins lacks the target-dir redirect its sibling workspaces carry against wasmtime-generated sources under `crates/`	open			
fuzz-guests-pins-26	verification	medium	verification-gap	assessed		no	The instruments	verification: A ceiling with no liveness floor			P1		The overflow-checks premise has no liveness self-test	fix	50		
fuzz-guests-pins-29	verification	medium	verification-gap	assessed		no	The instruments				P6	board	The rank pins observe only `0 < r < 1` and `r == r.clone()`, which a decoder that drops the seam bit satisfies	open			
fuzz-guests-pins-30	verification	nit	(table)				The instruments				P6	board	`synth_rank_ladder`'s layout check is a `debug_assert_eq!` compiled out of the only profile built (release with overflow checks only).	open			
fuzz-guests-pins-35	verification	medium	verification-gap	assessed		no	The instruments		59		P1		The memory-terminal pins assert a trap genre every guest abort produces	fix	17		
fuzz-guests-pins-37	verification	medium	verification-gap	verified		no	The instruments	verification: Hand rosters checked only against each other	58		P1		`wasm32-pins/Cargo.lock` is outside the supply-chain audit roster	fix	16		
fuzz-guests-pins-38	verification	medium	verification-gap	verified		yes	The instruments		57		P1		The fuzz targets' own oracles never execute in the gate or CI	fix	15		
fuzz-guests-pins-39	verification	low	verification-gap	verified		yes	The instruments		57		P1		`fuzz-build` lints the detached fuzz workspace with fmt only, unlike its siblings	fix	15		
fuzz-guests-pins-6	verification	low	test-quality	assessed		no	The instruments				P6	board	The differential's composite allowance admits every `(NotCanonical, TrailingBits)` pair on `Ranked` and `Span`	open			
fuzz-guests-pins-9	verification	low	test-quality	verified		no	The instruments				P6	board	`drive_clock` swallows `join`/`sync` errors its own construction proves impossible	open			
fuzzfit-bands-10	verification	medium	verification-gap	verified		yes	The instruments		56		P1		The shape leg's allowance is stacked on the mixture-tilted pooled slope, so the within-case threshold reaches exponent 1.4–1.55 on the worst keys	fix	14		
fuzzfit-bands-12	verification	low	test-quality	verified		no	The instruments				P6	board	The noisy-linear tripwire's jitter is bucket-correlated, so its doc overstates what it proves	open			
fuzzfit-bands-17	verification	medium	verification-gap	verified		no	The instruments	verification: A ceiling with no liveness floor			P1		The floors' liveness claim is calibrate stderr, evaluated at one endpoint over the main bands only; no committed check asserts floor > nop	fix	50		
