id	doc	severity	class	provenance	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
tests-resource-link-window-28	verification	low	verification-gap	assessed	no	Integration tests: allocation meters, message size, latency, opening supply, routed and TCP links, window suites	verification: Ceilings without liveness floors, and budgets that resolve to the floor			P1		growth_during_a_session_only_serializes never witnesses that growth landed mid-session, and its budget resolves to the floor	fix	T28		
tests-resource-link-window-7	verification	low	test-quality	verified	no	Integration tests: allocation meters, message size, latency, opening supply, routed and TCP links, window suites	verification: Testdocs that claim more than their bodies check			P4		decode_alloc testdoc claims an admitted-overhang complement no meter in the file exercises	open			
tests-resource-link-window-8	verification	low	test-quality	verified	no	Integration tests: allocation meters, message size, latency, opening supply, routed and TCP links, window suites				P5	tests	a public-vocabulary matchability pin with an unfailable assert lives in the allocator meter	open			
verification-infra-14	verification	low	verification-gap	verified	no	Integration tests: allocation meters, message size, latency, opening supply, routed and TCP links, window suites	verification: Instruments no recipe runs | verification: The same defect filed from several partitions	53		P1		tradeoff_probe is a hand-run instrument with no recipe, against the justfile's totality claim	fix-amended	T16		
tests-bookmark-11	verification	medium	test-quality	verified	no	Integration tests: bookmark suites (attach, causality, transmit window, when)	verification: Sessions driven by `pollster::block_on` instead of the closed-world poller	49		P1		Spawn-based sessions carry no stall bound, so a stall becomes a 180 s nextest kill that loses the proptest reproducer	fix	T8,T26		
tests-bookmark-12	verification	high	test-quality	demonstrated	no	Integration tests: bookmark suites (attach, causality, transmit window, when)	correctness: Harnesses that read a failure as success	49	7	P1		The harness swallows session errors that are unconditionally bugs under fault-free regimes	fix	T8		
tests-bookmark-15	verification	low	verification-gap	assessed	no	Integration tests: bookmark suites (attach, causality, transmit window, when)				P5	tests	Bookmark fault schedules hold at most seven decisions per node, so late-life faults are unreachable	open			
tests-bookmark-21	verification	medium	test-quality	verified	no	Integration tests: bookmark suites (attach, causality, transmit window, when)	verification: Testdocs that claim more than their bodies check			P4		The destruction check in `restart_after_transmit_never_destroys_durable_messages` is an unreachable arm, and no assertion witnesses a durable message surviving	open			
tests-bookmark-23	verification	nit	(table)			Integration tests: bookmark suites (attach, causality, transmit window, when)				P5	tests	"`bookmark_when.rs` and `bookmark_transmit_window.rs` collide with `gossip_when` and the pipeline ""window"" vocabulary (owner-gated)"	open			
tests-bookmark-26	verification	low	verification-gap	assessed	no	Integration tests: bookmark suites (attach, causality, transmit window, when)	verification: Redaction absent from generated populations			P4		The when-model's alphabet has no no-op redact and no helper redaction	open			
tests-bookmark-4	verification	nit	(table)			Integration tests: bookmark suites (attach, causality, transmit window, when)	verification: Testdocs that claim more than their bodies check			P4		"several assertions admit outcomes their docs exclude (a write-only fault feed under a ""touches no storage"" claim; `writes >= 1` where the model says one; `Ok(None)` accepted beside `Err`)"	open			
tests-bookmark-6	verification	medium	verification-gap	verified	no	Integration tests: bookmark suites (attach, causality, transmit window, when)				P5	tests	The attach contract's read-failure and corrupt-frame halves are untested through `Peer::bookmark`	open			
tests-bookmark-8	verification	medium	test-quality	verified	no	Integration tests: bookmark suites (attach, causality, transmit window, when)	verification: Testdocs that claim more than their bodies check	19,49		P1		"The ""fully deterministic"" schedule claim is false: `Network` ids come from `OsRng` and decide the tie-break"	fix	T8,T26		
tests-bookmark-9	verification	high	verification-gap	assessed	no	Integration tests: bookmark suites (attach, causality, transmit window, when)		49	4	P1		The recycle oracle cannot see the recycle that destroys content	fix	T8		
tests-disruption-handshake-10	verification	low	verification-gap	verified	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: The same defect filed from several partitions			P4		Two hop instruments measure the same fixture and are never compared; HOP_BUDGET's floor figures are derived, not measured	open			
tests-disruption-handshake-14	verification	medium	test-quality	assessed	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Sessions driven by `pollster::block_on` instead of the closed-world poller			P4		"Five negative assertions rest on 100 ms wall-clock windows that pass on expiry; the module doc says ""no timers anywhere"""	open			
tests-disruption-handshake-15	verification	medium	verification-gap	verified	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Conformance-bug detectors with no committed demonstration			P4		Two driver terminal arms (when-exhaustion with staged preamble bytes; drop with staged bytes) have no test anywhere	open			
tests-disruption-handshake-16	verification	low	verification-gap	assessed	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Family claims stated as points, and finite rosters sampled rather than enumerated			P4		Driver cancellation is sampled at one poll count; the family over the drop point is well-formed and absent	open			
tests-disruption-handshake-17	verification	low	verification-gap	assessed	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Ceilings without liveness floors, and budgets that resolve to the floor			P1		The severed-connection cut range `0..400` is unpinned, and with write-only cuts the certification clause's asymmetric case is unreachable	fix	T28		
tests-disruption-handshake-18	verification	low	verification-gap	verified	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Redaction absent from generated populations			P4		The chaos interleaving proptest has no redaction arm	open			
tests-disruption-handshake-21	verification	low	test-quality	verified	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Testdocs that claim more than their bodies check			P4		protocol_constants_match_spec compares a test constant to its own definition	open			
tests-disruption-handshake-22	verification	medium	test-quality	verified	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Testdocs that claim more than their bodies check			P4		The handshake suite discards alice's preamble at every fake-peer site, repeats a twelve-line scaffold six times, and never checks the local set	open			
tests-disruption-handshake-23	verification	low	test-quality	verified	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Testdocs that claim more than their bodies check			P4		handshake_precedes_protocol_traffic re-runs the magic-mismatch case under a doc it does not check	open			
tests-disruption-handshake-25	verification	nit	(table)			Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Testdocs that claim more than their bodies check			P4		the fixture self-check comment states a purpose the `GREETING_FLOOR` doc contradicts	open			
tests-disruption-handshake-26	verification	low	verification-gap	verified	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness				P5	tests	No default-window peer runs a descent over the one-byte link	open			
tests-disruption-handshake-3	verification	low	verification-gap	assessed	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: Ceilings without liveness floors, and budgets that resolve to the floor			P1		The inter-process family draws its cuts from the intra-process envelope's range and has no pin of its own	fix	T28		
tests-disruption-handshake-8	verification	low	test-quality	verified	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness				P5	tests	The inter-process content check gates on EXIT_CLEAN children only and credits the wrong mechanism	open			
verification-infra-16	verification	low	verification-gap	verified	no	Integration tests: disruption, gossip_when, pipelining, hop trace, handshake, and handshake liveness	verification: The same defect filed from several partitions			P4		The pipelining hop budget's known-bad regime is stated in prose, not driven by a committed red cell	open			
tests-lifecycle-11	verification	low	verification-gap	verified	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)				P5	tests	"The network-mismatch test uses empty peers, so its ""before any content crosses"" claim is vacuous, and the retire dual is untested"	open			
tests-lifecycle-15	verification	medium	verification-gap	verified	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)	verification: Ceilings without liveness floors, and budgets that resolve to the floor | verification: Redaction absent from generated populations			P1		Nothing pins that redactions stay in the `arb_local_actions` or `arb_schedule` populations	fix	T26		
tests-lifecycle-18	verification	medium	test-quality	verified	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)		14		P3		pairwise.rs and async_wire.rs pin the same union law under the same harness in two binaries	fix	T59		
tests-lifecycle-20	verification	nit	(table)			Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)				P5	tests	peer indices drawn as modulo'd `any::<usize>()` seeds over a fixed fleet, against multi_peer.rs's stated idiom	open			
tests-lifecycle-21	verification	medium	test-quality	verified	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)	verification: Testdocs that claim more than their bodies check			P4		The redaction no-op tests assert quantities a redaction cannot change and leave the documented no-op contract unpinned; one testdoc says the docs are silent where they speak	open			
tests-lifecycle-23	verification	low	verification-gap	verified	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)				P5	tests	The header misplaces where party accounting lives, and the retire-into-bootstrapper point test omits the party check integration tests can make	open			
tests-lifecycle-26	verification	low	test-quality	verified	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)				P5	tests	retire_redaction.rs is a one-test binary restating a retire.rs claim with a hand-rolled session and an application-scenario framing	open			
tests-lifecycle-28	verification	low	verification-gap	verified	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)	verification: Hand-transcribed constants beside a computed original			P4		The epoch-wrap test infers the wrap from hand-computed constants and never reads the public `SessionState::epoch()`	open			
tests-lifecycle-4	verification	low	test-quality	assessed	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)	verification: Testdocs that claim more than their bodies check			P4		The bootstrap testdoc claims a failure mode the body cannot detect	open			
tests-lifecycle-5	verification	low	verification-gap	assessed	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)				P5	tests	No point pin that a newcomer's inherited floor suppresses a stale peer's copy of a redacted message	open			
tests-lifecycle-7	verification	low	verification-gap	verified	no	Integration tests: lifecycle suites (bootstrap, retire, lifecycle, membership, multi_peer, pairwise, partition, reuse, redaction)				P5	tests	The bookmarked join driver and the mutual bookmarked bail skip the drain check every other successful session runs	open			
tests-observation-14	verification	low	test-quality	assessed	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)				P5	tests	`bootstrap_sessions_are_observed` omits the `assert_election` check its retire sibling makes	open			
tests-observation-17	verification	medium	test-quality	assessed	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)	verification: Testdocs that claim more than their bodies check			P4		`retire_ends_the_observer`'s doc claims the final drain includes what the session learned; the session learns nothing	open			
tests-observation-20	verification	low	test-quality	verified	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)	verification: Testdocs that claim more than their bodies check			P4		`checkpoint_resume_loses_nothing`'s doc states a mid-pass bound the body admits is tautological, and neither run is checked for internal duplicates	open			
tests-observation-22	verification	nit	(table)			Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)				P5	tests	`converged_trio` seeds `a` at the default window while every other fixture pins the floor, with no stated reason	open			
tests-observation-23	verification	low	verification-gap	verified	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)				P5	tests	The overlap sweep and the pincer motif both run one orientation; the dual is reached only by the random soup	open			
tests-observation-24	verification	low	test-quality	verified	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)	verification: Hand-transcribed constants beside a computed original			P4		`LABEL_LEN = 2` transcribes a label length the code computes, and is true only for session epochs below 24	open			
tests-observation-25	verification	medium	verification-gap	verified	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)	verification: Redaction absent from generated populations | verification: The same defect filed from several partitions			P4		The conservation property never sheds: `messages_shed` is identically zero across the whole property	open			
tests-observation-28	verification	medium	verification-gap	assessed	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)		50		P1		The overlap generator's shadow has no validity meta-test; the executor degrades a shadow mismatch to a silent skip; the shadow snapshots at `Open` while the real session forks after the preamble	fix-amended	T13		
tests-observation-3	verification	medium	test-quality	verified	yes	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)		31		P6		Causal tests pin a deterministic, replica-independent delivery order that the public `CausalMessages` doc declines to promise	fix-amended	T78		
tests-observation-36	verification	low	verification-gap	verified	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)	verification: Convergence oracles weaker than whole-root equality			P4		The fleet-scale retirement test constructs content movement and asserts only identity	open			
tests-observation-5	verification	low	verification-gap	verified	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)	verification: Redaction absent from generated populations			P4		The causal interleaving strategy never redacts a remote or gossip-learned message; the unordered interleaving has no gossip	open			
tests-observation-7	verification	low	verification-gap	assessed	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)	verification: Family claims stated as points, and finite rosters sampled rather than enumerated			P4		`Changes` has only point tests, and never issues a no-op commit with an observer attached	open			
tests-observation-8	verification	low	test-quality	verified	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)	verification: Sessions driven by `pollster::block_on` instead of the closed-world poller			P4		changes.rs runs under `#[pollster::test]`, bypassing the closed-world poller, and four of its async tests never await	open			
tests-observation-9	verification	low	test-quality	verified	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)				P5	tests	The received-side mirror check lacks the handler-count equality its sent-side twin has	open			
verification-infra-17	verification	low	test-quality	verified	no	Integration tests: observation suites (listen, causal, changes, observe, session_stats, session_overlap, shadow_validity, party_conservation, stale_floor)	verification: Family claims stated as points, and finite rosters sampled rather than enumerated			P4		The Changes observer, the routed link, and the handshake state family claims as point tests	open			
tests-common-12	verification	low	test-quality	assessed	no	Integration tests: tests/common	verification: Testdocs that claim more than their bodies check	50		P1		the overlap shadow models the fork at `Open`; the live session forks at its first poll; the doc states the model as fact and the guard's skips are unmeasured	fix-amended	T13		
tests-common-16	verification	low	verification-gap	assessed	no	Integration tests: tests/common				P5	harness	`Peer::drain` re-derives `UnorderedMessages`, so generated multi-peer schedules never drive the public observer	open			
tests-common-20	verification	low	test-quality	verified	no	Integration tests: tests/common	verification: Testdocs that claim more than their bodies check			P4		the shadow docs claim an exact observation sequence; only the set is pinned, and the live order is tree order	open			
tests-common-22	verification	low	verification-gap	verified	no	Integration tests: tests/common				P5	harness	cut offsets are only ever sampled; no suite sweeps every offset of a hand-off session	open			
tests-common-25	verification	medium	verification-gap	verified	no	Integration tests: tests/common				P5	harness	fault plans never fault the donor side of a bootstrap or the absorber side of a retirement	open			
tests-common-29	verification	nit	(table)			Integration tests: tests/common				P5	harness	four suites alias `tokio_block_on as block_on`, erasing the poller distinction wire.rs draws	open			
tests-common-31	verification	low	verification-gap	verified	no	Integration tests: tests/common	verification: Hand-transcribed constants beside a computed original			P4		the proptest version the seed sweep transcribes is pinned in prose only	open			
tests-common-6	verification	low	test-quality	verified	yes	Integration tests: tests/common	verification: Hand-transcribed constants beside a computed original			P4		the harness transcribes two crate derivations that `rumors::testing` could export, and a fixture self-check built on one compares it with itself	fix	T85		
tests-wire-format-12	verification	low	test-quality	assessed	no	Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds				P5	tests	Error-path tests accept any error of the outer shape, not the decode failure their docs name	open			
tests-wire-format-14	verification	medium	test-quality	verified	no	Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds		82		P4		missing_fields_error_absent_a_default tests ciborium in isolation, against the module's own stated method	fix-amended	T93		
tests-wire-format-18	verification	low	test-quality	assessed	no	Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds	verification: Conformance-bug detectors with no committed demonstration | verification: The same defect filed from several partitions		8	P4		The legibility walker has no committed negative case, and the corpora never open a stream index of 2 or higher	open			the streams>=2 half is carried by T23 (collision-schedule mode); remainder stays in P4
tests-wire-format-19	verification	low	verification-gap	assessed	no	Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds				P5	tests	The snapshot sweep judges only tests/snapshots, though insta writes beside the asserting file	open			
tests-wire-format-20	verification	low	test-quality	verified	no	Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds	verification: Conformance-bug detectors with no committed demonstration			P4		The snapshot_liveness fixture tests demonstrate three of nine conviction branches	open			
tests-wire-format-22	verification	nit	(table)			Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds				P5	tests	`PayloadDepthLimit::new(0)` and `new(u64::MAX)` have no committed pin	open			
tests-wire-format-27	verification	medium	verification-gap	verified	no	Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds				P5	tests	"api_send_bounds says ""every async public method"" but omits gossip_when, Peer::bookmark, BookmarkedBootstrap::join, and two of the three observer streams"	open			
tests-wire-format-4	verification	nit	(table)			Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds				P5	tests	`asymmetric_message_targets` pins one direction of a symmetric `min`	open			
tests-wire-format-5	verification	low	test-quality	assessed	no	Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds	verification: Convergence oracles weaker than whole-root equality | verification: Testdocs that claim more than their bodies check			P4		Snapshot tests whose docs promise a converged live set assert nothing about it	open			
tests-wire-format-7	verification	low	verification-gap	verified	no	Integration tests: wire snapshots, CBOR evolution, dispute wire, legibility, snapshot liveness, payload depth, send bounds	verification: The same defect filed from several partitions		8	P4		No snapshot pins a data stream with index 2 or higher, and deep_trie_divergence has no depth floor	open			the streams>=2 half is carried by T23 (collision-schedule mode); remainder stays in P4
link-11	verification	nit	(table)			Link				P5	link	four in-memory link unit tests restate conformance clauses at lower strength	open			
link-12	verification	low	test-quality	assessed	no	Link	verification: Testdocs that claim more than their bodies check			P4		Test docs claim properties the bodies do not observe (blocking, independence, allocation)	open			
link-31	verification	low	verification-gap	verified	no	Link				P5	link	The routed-adapter roster never constructs the accepted maximum advertised name	open			
materialized-22	verification	low	test-quality	verified	yes	Materialized (the in-process walk)	verification: Testdocs that claim more than their bodies check			P4		`assert_parent_early` is fed only a hand-written literal, so the pin its testdoc promises cannot fire	fix-amended	T85		
materialized-27	verification	high	verification-gap	assessed	no	Materialized (the in-process walk)			6	P1		The leaf-height deletion verdict in `unknown` has no committed test that fails when it is inverted	fix	T26		
materialized-28	verification	low	verification-gap	verified	no	Materialized (the in-process walk)	verification: Redaction absent from generated populations | verification: The same defect filed from several partitions			P4		The whole-subtree `shed` arms are never pinned at a count above one	open			
materialized-37	verification	low	verification-gap	assessed	no	Materialized (the in-process walk)	verification: Conformance-bug detectors with no committed demonstration			P4		The `Resolver`'s skip-past supply arm has no injection	open			
materialized-39	verification	low	test-quality	verified	no	Materialized (the in-process walk)				P5	streaming	The exhaustive violation suite enters at internal walk entries without stating the decision, while the public-wiring injector covers two variants and cannot reach the terminal phase	open			
mirror-common-14	verification	low	verification-gap	assessed	no	Mirror common (cbor, framing, handshake, party, protocol, driver, erasure)	verification: Family claims stated as points, and finite rosters sampled rather than enumerated			P4		The preamble totality proptest almost never passes the magic check, so it demonstrates one arm of the parser it claims is total	open			
mirror-common-5	verification	nit	(table)			Mirror common (cbor, framing, handshake, party, protocol, driver, erasure)				P5	streaming	proptests draw `major in 0u8..7` with no stated reason for excluding 7; a tokio runtime is built per case where `pollster` serves	open			
remote-adapter-streams-14	verification	low	verification-gap	verified	no	Remote adapter, streams, and the adapter test suites	verification: Conformance-bug detectors with no committed demonstration			P4		Backend-contract panics are promised in `Backend`'s docs but never demonstrated to fire, and the conformance suite does not check run order or containment	open			
remote-adapter-streams-2	verification	low	verification-gap	assessed	no	Remote adapter, streams, and the adapter test suites				P5	remote	`early_supplies`' post-error withholding is stated in a comment but no committed test can distinguish it from `try_collect`	open			
remote-adapter-streams-28	verification	low	verification-gap	verified	no	Remote adapter, streams, and the adapter test suites	verification: Conformance-bug detectors with no committed demonstration			P4		`label_item`'s two rejection arms and two EOF-deferral arms have no committed test	open			
remote-adapter-streams-29	verification	low	test-quality	verified	no	Remote adapter, streams, and the adapter test suites	verification: Hand-transcribed constants beside a computed original | verification: Testdocs that claim more than their bodies check			P4		"The label testdoc states a point (""exactly two bytes"") as the law; the label is three bytes from epoch 24"	open			
remote-adapter-streams-30	verification	nit	(table)			Remote adapter, streams, and the adapter test suites				P5	remote	six identical `StreamSender::new` and four `StreamReceiver::new` spellings hide each test's distinguishing inputs	open			
remote-adapter-tests-12	verification	low	test-quality	assessed	no	Remote adapter, streams, and the adapter test suites				P5	remote	the set-length test claims failure at the first over-record but pins only residency below 128	open			
remote-adapter-tests-13	verification	nit	(table)			Remote adapter, streams, and the adapter test suites				P5	remote	the `SupplyOrder` pin matches the variant and ignores both fields	open			
remote-adapter-tests-14	verification	low	verification-gap	assessed	no	Remote adapter, streams, and the adapter test suites				P5	remote	`early_supplies`' documented incremental yield is never observed	open			
remote-adapter-tests-15	verification	medium	verification-gap	verified	no	Remote adapter, streams, and the adapter test suites	verification: Conformance-bug detectors with no committed demonstration			P4		`read_early` duplicates the frame grammar but only three of its rejection arms are pinned on the early path	open			
remote-adapter-tests-22	verification	medium	test-quality	verified	no	Remote adapter, streams, and the adapter test suites	verification: Hand-transcribed constants beside a computed original			P4		`MAX_RECORD_LEN`'s derivation describes the retired framing, its stated envelope is false for the committed fixture, and nothing enforces it	open			
remote-adapter-tests-4	verification	low	test-quality	verified	no	Remote adapter, streams, and the adapter test suites	verification: Testdocs that claim more than their bodies check			P4		backend_errors.rs claims every reachable backend operation, but `Leaf::leaf` failure is not injectable	open			
remote-adapter-tests-6	verification	low	test-quality	verified	no	Remote adapter, streams, and the adapter test suites				P5	remote	the injected-failure matrix's second ordering is dead for the committed fixture, and its atomicity assertion is fixture-specific	open			
remote-adapter-tests-7	verification	nit	(table)			Remote adapter, streams, and the adapter test suites				P5	remote	bare `assert!(matches!(..))` rejections print the pattern, not the received error	open			
remote-adapter-tests-9	verification	nit	(table)			Remote adapter, streams, and the adapter test suites	verification: Hand-transcribed constants beside a computed original			P4		`FAN + 1` is spelled independently at five sites and only one pair is mechanically bound	open			
remote-capture-atlas-17	verification	medium	verification-gap	assessed	yes	Remote capture renderer, the codec test suite, and the error atlas		51	1	P1		The renderer's injectivity claim has no committed test; every fallback is pinned by a point example	fix	T9		
remote-capture-atlas-19	verification	low	test-quality	assessed	no	Remote capture renderer, the codec test suite, and the error atlas	verification: Testdocs that claim more than their bodies check			P4		Three testdocs claim more than their bodies check	open			
remote-capture-atlas-20	verification	nit	(table)			Remote capture renderer, the codec test suite, and the error atlas				P5	remote	depth-bound tests write `0..=MAX_DEPTH` and `10 * MAX_DEPTH` arrays; neither side of the exact edge is pinned	open			
remote-capture-atlas-24	verification	nit	(table)			Remote capture renderer, the codec test suite, and the error atlas	verification: Family claims stated as points, and finite rosters sampled rather than enumerated			P4		`arb_query`'s `btree_map(any::<u8>(), .., 0..=256)` cannot realize a 256-child fan (about 162 distinct keys)	open			
remote-capture-atlas-31	verification	low	test-quality	assessed	no	Remote capture renderer, the codec test suite, and the error atlas				P5	remote	The admitted `FramePart` marker hole is closable with a wildcard-free `describe_part`	open			
remote-capture-atlas-32	verification	low	test-quality	verified	no	Remote capture renderer, the codec test suite, and the error atlas				P5	remote	The one variant-backed exemption is not tied to its variant, so the confessed exemption-rot hole stays open	open			
remote-capture-atlas-33	verification	nit	(table)			Remote capture renderer, the codec test suite, and the error atlas				P5	remote	the atlas pins one of `FrameShape`'s two `detail` strings	open			
remote-codec-15	verification	low	verification-gap	assessed	no	Remote codec (budgets, decode, encode, frames, greeting, signals)				P5	remote	The async reader's transport-failure classification has no per-part witness against the oracle	open			
remote-codec-16	verification	low	verification-gap	assessed	no	Remote codec (budgets, decode, encode, frames, greeting, signals)				P5	remote	The lone-record acceptance boundary at exactly `RECORD_TAG_LEN + 1` is tested only from the rejecting side	open			
remote-codec-17	verification	low	test-quality	assessed	no	Remote codec (budgets, decode, encode, frames, greeting, signals)	verification: Testdocs that claim more than their bodies check			P4		Three testdocs state invariants their bodies do not check	open			
remote-codec-26	verification	nit	(table)			Remote codec (budgets, decode, encode, frames, greeting, signals)	verification: Family claims stated as points, and finite rosters sampled rather than enumerated | verification: Hand-transcribed constants beside a computed original			P4		`KEYS`' deterministic order is asserted by hand and the greeting round-trip is three fixtures	open			
remote-codec-6	verification	nit	(table)			Remote codec (budgets, decode, encode, frames, greeting, signals)				P5	remote	`RunBudget::default() == from_bytes(DEFAULT)` cannot fail, since `default` is defined as that call	open			
remote-proxy-19	verification	medium	verification-gap	verified	no	Remote proxy and the proxy test suites	verification: Ceilings without liveness floors, and budgets that resolve to the floor			P1		The proxy ordering trace has no liveness floor: an empty trace satisfies both assertions	fix	T26		
remote-proxy-20	verification	low	test-quality	assessed	no	Remote proxy and the proxy test suites				P5	remote	The trace ledgers are keyed by (endpoint, height), which two live recorders share at height zero	open			
remote-proxy-31	verification	low	verification-gap	verified	no	Remote proxy and the proxy test suites	verification: Conformance-bug detectors with no committed demonstration			P4		Nine proxy error arms have no committed test that fires them	open			
remote-proxy-tests-10	verification	high	verification-gap	demonstrated	no	Remote proxy and the proxy test suites	verification: The same defect filed from several partitions		8	P1		No frame ever crosses a link on a logical stream with index two or greater, anywhere in the crate	fix-amended	T23		vehicle: the collision-schedule test mode
remote-proxy-tests-15	verification	low	test-quality	verified	no	Remote proxy and the proxy test suites	verification: Convergence oracles weaker than whole-root equality			P4		Hash-only convergence assertions never check the reconciled ceiling	open			
remote-proxy-tests-2	verification	low	test-quality	assessed	no	Remote proxy and the proxy test suites	verification: Testdocs that claim more than their bodies check			P4		The random-content greeting fuzz cannot reach the map decoder its doc claims to exercise	open			
remote-proxy-tests-20	verification	low	test-quality	assessed	no	Remote proxy and the proxy test suites				P5	remote	A `Tree::join` invariant is filed in the proxy greeting suite under a name that states the failure	open			
remote-proxy-tests-21	verification	low	test-quality	verified	no	Remote proxy and the proxy test suites	verification: Hand-transcribed constants beside a computed original			P4		Signal state codes are hand-copied into the harness and the malformed suite because `Signal` is not re-exported	open			
remote-proxy-tests-22	verification	low	test-quality	verified	no	Remote proxy and the proxy test suites	verification: Conformance-bug detectors with no committed demonstration			P4		The greeting rewriter carries no fired witness, so the three still-converge tests pass if the rewrite never applies	open			
remote-proxy-tests-24	verification	medium	verification-gap	verified	yes	Remote proxy and the proxy test suites		61		P1		The harness arrangement puts the right proxy in the Client position, which production never does	fix-amended	T22		harness default changes; the Connect impls stay, documented
remote-proxy-tests-25	verification	medium	test-quality	assessed	no	Remote proxy and the proxy test suites	verification: Testdocs that claim more than their bodies check			P4		"`bytes_past_the_stream_end_are_never_read` cannot distinguish ""never read"" from ""read and tolerated"""	open			
remote-proxy-tests-26	verification	medium	verification-gap	verified	no	Remote proxy and the proxy test suites	verification: Conformance-bug detectors with no committed demonstration			P4		The `Accept` arm of `Work::execute` is never resolved through `execute`	open			
remote-proxy-tests-7	verification	medium	verification-gap	verified	no	Remote proxy and the proxy test suites	verification: Convergence oracles weaker than whole-root equality			P4		The backend-fault property discards the unfaulted endpoint's tree, so a divergent completion passes	open			
